City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
142,ribeira grande,38.5167,-28.7,23.21,89,34,2.24,PT,1722554138
143,neryungri,56.6709,124.6491,11.11,63,55,1.43,RU,1722554139
144,lazaro cardenas,17.9583,-102.2,29.62,69,99,4.06,MX,1722554140
145,hamilton,39.1834,-84.5333,31.35,70,100,4.63,US,1722553800
146,atafu village,-8.5421,-172.5159,27.83,74,85,8.72,TK,1722554143
147,pingliang,35.5392,106.6861,21.31,85,79,1.88,CN,1722554144
148,nikolayevsk-on-amure,53.1406,140.73,14.24,91,99,1.59,RU,1722554145
149,konstantinovsk,47.5828,41.0922,19.31,59,58,3.23,RU,1722554146
150,new norfolk,-42.7826,147.0587,7.62,83,50,1.01,AU,1722554147
151,gutierrez zamora,20.45,-97.0833,29.64,66,38,3.13,MX,1722554149
152,opuwo,-18.0607,13.84,16.2,30,0,1.13,NA,1722554150
153,luderitz,-26.6481,15.1594,13.56,47,0,5.74,NA,1722554151
154,geidam,12.897,11.9304,23.57,86,100,1.77,NG,1722554152
155,calverton,39.0576,-76.9358,34.29,58,50,2.06,US,1722554153
156,egilsstadir,65.2653,-14.3948,8.95,93,75,2.57,IS,1722554154
157,puerto lempira,15.2667,-83.7667,27.07,88,100,3.66,HN,1722554156
158,nagqu,31.5,92.0,3.19,80,84,1.62,CN,1722554157
159,kapa'a,22.0752,-159.319,28.18,66,0,4.63,US,1722554158
160,bambanglipuro,-7.95,110.2833,22.77,94,25,1.16,ID,1722554159
161,hasaki,35.7333,140.8333,29.05,82,6,3.66,JP,1722554160
162,lihue,21.9789,-159.3672,27.77,60,0,4.63,US,1722554162
163,keflavik,64.0049,-22.5624,10.24,87,75,3.09,IS,1722554131
164,pangody,65.85,74.4859,17.23,68,68,2.59,RU,1722554164
165,udachny,66.4167,112.4,12.15,51,0,2.23,RU,1722554166
166,ancud,-41.8697,-73.8203,9.29,90,100,11.41,CL,1722554168
167,hawaiian paradise park,19.5933,-154.9731,27.73,69,75,3.09,US,1722554169
168,rayachoti,14.05,78.75,26.1,64,100,6.88,IN,1722554171
169,bilibino,68.0546,166.4372,8.78,47,20,3.73,RU,1722554124
170,vicuna,-30.0319,-70.7081,9.85,56,100,2.25,CL,1722554141
171,constantia,44.1833,28.65,19.38,68,21,5.7,RO,1722554119
172,pedro juan caballero,-22.5472,-55.7333,27.38,27,44,4.82,PY,1722554176
173,cootamundra,-34.65,148.0333,6.64,73,6,3.48,AU,1722554177
174,laguna,38.421,-121.4238,40.08,22,0,0.45,US,1722554179
175,vadso,70.0744,29.7487,14.09,94,75,3.6,NO,1722554180
176,ambalangoda,6.2355,80.0538,26.42,86,100,5.03,LK,1722554182
177,cidreira,-30.1811,-50.2056,16.29,90,1,8.15,BR,1722554183
178,susuman,62.7833,148.1667,3.54,76,99,2.33,RU,1722554184
179,marietta,33.9526,-84.5499,33.26,69,75,2.06,US,1722554185
180,klaksvik,62.2266,-6.589,12.51,99,100,9.23,FO,1722554186
181,sabang,5.8933,95.3214,28.52,75,100,3.51,ID,1722554188
182,lexington,37.9887,-84.4777,31.94,67,38,6.72,US,1722553761
183,missoula,47.0166,-113.8009,31.15,22,0,1.71,US,1722554190
184,aasiaat,68.7098,-52.8699,3.85,84,14,2.72,GL,1722554191
185,kidal,18.4411,1.4078,33.55,38,69,3.41,ML,1722554192
186,antsiranana,-12.2787,49.2917,21.79,73,5,6.65,MG,1722554193
187,calvinia,-31.4707,19.776,6.91,33,0,1.85,ZA,1722554195
188,kihangara,-2.5833,33.35,20.68,52,4,2.5,TZ,1722554196
189,utrik,11.2278,169.8474,28.35,77,49,2.86,MH,1722554197
190,port alfred,-33.5906,26.891,12.88,92,67,0.89,ZA,1722554198
191,abomsa,9.9833,39.9833,21.02,76,68,1.46,ET,1722554199
192,hue,16.4667,107.6,29.06,70,40,1.54,VN,1722554200
193,likasi,-10.9814,26.7333,14.09,31,0,1.77,CD,1722554203
194,tromso,69.6496,18.957,14.01,88,75,3.09,NO,1722554204
195,brookings,44.3114,-96.7984,28.43,59,0,5.66,US,1722554205
196,n'zeto,-7.2312,12.8666,19.44,86,45,2.47,AO,1722554206
197,taunggyi,20.7833,97.0333,18.5,98,100,2.12,MM,1722554207
198,viedma,-40.8135,-62.9967,14.88,75,100,4.28,AR,1722554209
199,st. john's,47.5649,-52.7093,22.93,87,75,9.77,CA,1722554102
200,veraval,20.9,70.3667,27.48,84,100,9.89,IN,1722554211
201,labrador city,52.9463,-66.9114,20.95,52,40,2.57,CA,1722554212
202,penonome,8.5167,-80.3667,23.89,97,100,0.45,PA,1722554107
203,igarka,67.4667,86.5833,15.22,80,100,3.06,RU,1722554214
204,ban karon,7.8477,98.2985,30.44,88,100,1.73,TH,1722554216
205,gornyy,55.1153,83.9059,16.5,91,86,1.93,RU,1722554217
206,stanley,54.868,-1.6985,16.4,91,92,0.71,GB,1722554218
207,belmonte,-15.8631,-38.8828,22.64,82,4,3.11,BR,1722554219
208,hassi messaoud,31.6804,6.0729,32.92,18,0,0.51,DZ,1722554220
209,fort st. john,56.2499,-120.8529,22.94,31,75,7.2,CA,1722554222
210,san clemente del tuyu,-36.3569,-56.7235,14.39,87,98,6.11,AR,1722554161
211,murehwa,-17.6432,31.784,9.29,83,1,2.04,ZW,1722554224
212,portage la prairie,49.9728,-98.2926,31.17,43,0,4.96,CA,1722554226
213,hohhot,40.8106,111.6522,21.16,83,0,3.0,CN,1722554228
214,codrington,-38.2667,141.9667,8.07,65,51,7.04,AU,1722554229
215,santo antonio do ica,-3.1022,-67.9397,25.94,73,33,0.57,BR,1722554230
216,skeldon,5.8833,-57.1333,25.44,83,18,2.18,GY,1722554231
217,tolanaro,-25.0319,46.9987,17.16,75,4,2.82,MG,1722554232
218,orito,0.6766,-76.8771,23.96,82,76,0.83,CO,1722554233
219,sinabang,2.4803,96.3801,26.48,81,99,1.39,ID,1722554235
220,porbandar,21.6422,69.6093,27.48,85,100,10.51,IN,1722554083
221,avanos,38.715,34.8467,21.07,61,0,1.4,TR,1722554237
222,tacna,-18.0056,-70.2483,15.11,72,0,0.51,PE,1722554024
223,dudinka,69.4058,86.1778,16.11,56,100,2.7,RU,1722554239
224,kharp,66.8014,65.8081,15.37,94,63,2.92,RU,1722554241
225,biltine,14.5333,20.9167,23.77,88,92,4.31,TD,1722554242
226,luzilandia,-3.4578,-42.3703,24.02,76,9,3.25,BR,1722554243
227,sibiti,-3.6819,13.3499,19.58,67,31,1.63,CG,1722554244
228,tazacorte,28.629,-17.9293,22.54,92,0,7.2,ES,1722554245
229,katabu,-4.9333,122.5167,24.77,78,68,2.11,ID,1722554246
230,motueka,-41.1333,173.0167,8.94,54,5,1.97,NZ,1722554248
231,aral,40.5156,81.2636,27.64,34,14,4.7,CN,1722554249
232,porto novo,6.4965,2.6036,25.9,89,74,3.49,BJ,1722554250
233,trondheim,63.4305,10.3951,11.11,86,68,0.45,NO,1722554251
234,vorgashor,67.5833,63.95,14.38,89,43,4.15,RU,1722554114
235,date,42.4681,140.8681,23.31,89,39,2.56,JP,1722554253
236,sierra grande,-41.606,-65.3557,13.71,47,100,4.81,AR,1722554255
237,aldama,22.9167,-98.0667,34.16,68,23,4.35,MX,1722554256
238,zanesville,39.9404,-82.0132,32.33,65,20,3.09,US,1722554258
239,la passe,45.5549,-0.8967,20.13,83,2,3.83,FR,1722554259
240,ma'rib,15.4591,45.3253,31.79,28,99,6.37,YE,1722554260
241,enewetak,11.3474,162.3373,28.69,75,62,4.23,MH,1722554262
242,colac,-38.3333,143.5833,8.8,73,60,2.43,AU,1722554263
243,tete,-16.1564,33.5867,19.39,62,5,3.21,MZ,1722554264
244,isla vista,34.4133,-119.861,34.2,30,6,2.79,US,1722554265
245,dwarka,22.2394,68.9678,27.68,86,100,11.27,IN,1722554266
246,villa gesell,-37.2639,-56.973,15.59,90,95,6.53,AR,1722554267
247,bamboo flat,11.7,92.7167,27.05,89,75,1.03,IN,1722554269
248,amga,60.8953,131.9608,13.65,51,44,2.36,RU,1722554270
249,copiapo,-27.3667,-70.3333,13.57,68,98,1.57,CL,1722554271
250,port blair,11.6667,92.75,27.02,89,75,1.03,IN,1722554148
251,kapuskasing,49.4169,-82.4331,30.05,70,75,1.03,CA,1722554180
252,pisco,-13.7,-76.2167,17.03,82,40,4.12,PE,1722554274
253,brak,27.5496,14.2714,29.26,23,0,3.79,LY,1722554276
254,ubinskoye,55.3068,79.6802,17.46,84,95,2.77,RU,1722554277
255,lerwick,60.1545,-1.1494,14.0,87,81,2.65,GB,1722554278
256,ajdabiya,30.7554,20.2263,25.57,62,0,4.22,LY,1722554279
257,monrovia,6.3005,-10.7969,24.37,90,100,5.95,LR,1722554280
258,hadibu,12.65,54.0333,25.41,83,99,9.94,YE,1722554172
259,jiuquan,39.7432,98.5174,20.77,58,96,2.08,CN,1722554283
260,jinchang,38.4953,102.1739,20.18,67,100,1.66,CN,1722554284
261,olyokminsk,60.3736,120.4264,14.54,48,42,1.21,RU,1722554285
262,ta`u,-14.2336,-169.5144,25.68,68,11,8.46,AS,1722554245
263,rio grande,-32.035,-52.0986,18.06,79,72,7.07,BR,1722554289
264,tamanrasset,22.785,5.5228,29.95,20,40,2.06,DZ,1722554236
265,tabou,4.423,-7.3528,23.73,87,99,4.92,CI,1722554291
266,weno,7.4515,151.8468,28.97,84,100,3.6,FM,1722554292
267,piti village,13.4626,144.6933,27.39,90,40,2.06,GU,1722554295
268,abqaiq,25.9371,49.6776,34.91,15,59,4.23,SA,1722554296
269,thief river falls,48.1191,-96.1812,31.53,54,0,3.6,US,1722554297
270,lamu,-2.2717,40.902,24.27,79,7,7.36,KE,1722554298
271,daru,-9.0763,143.2092,24.9,89,100,8.4,PG,1722554299
272,jiagedaqi,50.4167,124.1167,16.63,42,5,1.84,CN,1722554300
273,coahuayana de hidalgo,18.7,-103.6583,29.96,69,91,1.21,MX,1722554229
274,vorkuta,67.5,64.0,14.41,90,45,4.12,RU,1722554303
275,kudahuvadhoo,2.6708,72.8944,28.07,73,100,1.22,MV,1722554305
276,al kharijah,25.4514,30.5464,33.09,19,1,3.78,EG,1722554306
277,palmer,42.1584,-72.3287,30.37,73,43,1.21,US,1722554308
278,bangassou,4.7413,22.8184,23.18,81,100,1.02,CF,1722554309
279,la'ie,21.6477,-157.9253,29.98,66,52,2.68,US,1722554310
280,aldinga beach,-35.2793,138.4604,14.51,56,100,8.29,AU,1722554311
281,alice springs,-23.7,133.8833,8.75,46,1,0.0,AU,1722554134
282,kibondo,-3.5864,30.7203,16.77,40,31,0.9,TZ,1722554315
283,punta arenas,-53.15,-70.9167,5.06,93,100,3.6,CL,1722554310
284,bokhan,53.153,103.7714,15.69,93,98,1.39,RU,1722554317
285,ridder,50.355,83.5133,15.18,70,0,2.54,KZ,1722554318
286,tepeji del rio de ocampo,19.9053,-99.3439,20.73,61,78,6.44,MX,1722554319
287,broome,42.2506,-75.833,29.38,61,6,0.45,US,1722554320
288,cabedelo,-6.9811,-34.8339,24.37,77,7,7.44,BR,1722554322
289,ajuchitlan del progreso,18.1519,-100.4835,29.1,74,100,0.53,MX,1722554323
290,kuznetsk,53.1167,46.6004,12.67,78,41,2.88,RU,1722554325
291,pirane,-25.7324,-59.1088,31.79,25,2,6.58,AR,1722554326
292,vila franca do campo,37.7167,-25.4333,23.23,83,6,1.26,PT,1722554327
293,kailua-kona,19.6406,-155.9956,28.98,73,100,4.63,US,1722554329
294,as-suwayda,32.709,36.5695,21.43,50,0,1.62,SY,1722554330
295,sisimiut,66.9395,-53.6735,11.53,59,11,3.02,GL,1722554331
296,ivdel',60.6911,60.4206,13.67,99,98,1.8,RU,1722554332
297,marsa alam,25.0757,34.8918,31.99,53,0,2.19,EG,1722554333
298,miryang,35.4933,128.7489,29.95,82,1,1.13,KR,1722554334
299,sterling,39.0062,-77.4286,34.48,53,40,3.09,US,1722554337
300,padang,-0.9492,100.3543,25.03,87,95,1.66,ID,1722554316
301,chandler,33.3062,-111.8412,41.59,27,0,5.66,US,1722553997
302,kuna,43.4918,-116.4201,39.48,21,0,2.06,US,1722554278
303,nemuro,43.3236,145.575,16.12,91,98,4.54,JP,1722554176
304,bougouni,11.417,-7.479,23.91,92,100,2.29,ML,1722554343
305,auki,-8.7676,160.7034,28.4,73,41,1.17,SB,1722554207
306,kingston,17.997,-76.7936,26.76,91,94,1.6,JM,1722553853
307,kyzyl-suu,42.3414,78.0056,18.37,39,57,1.97,KG,1722554346
308,rawson,-43.3002,-65.1023,14.18,51,100,8.2,AR,1722554143
309,bengkulu,-3.8004,102.2655,23.46,93,48,2.17,ID,1722554246
310,badger,64.8,-147.5333,14.43,71,100,5.14,US,1722554280
311,hobyo,5.3505,48.5268,24.68,83,69,11.37,SO,1722554351
312,olenegorsk,68.15,33.3,13.09,89,99,2.58,RU,1722554352
313,sakaiminato,35.55,133.2333,29.99,74,20,2.06,JP,1722554330
314,lata,40.1629,-8.3327,14.73,98,45,1.45,PT,1722554355
315,dakhla,23.6848,-15.958,20.04,92,3,11.29,EH,1722554197
316,ulmeni,47.4667,23.3,22.3,39,100,1.55,RO,1722554358
317,sao joao da barra,-21.6403,-41.0511,19.05,65,2,5.6,BR,1722554359
318,arar,30.9753,41.0381,33.01,14,0,8.75,SA,1722554360
319,emerald,-23.5333,148.1667,15.19,39,0,3.37,AU,1722554362
320,harij,23.7,71.9,27.77,83,100,7.76,IN,1722554363
321,marrakesh,31.6315,-8.0083,32.42,48,40,2.06,MA,1722554364
322,akjoujt,19.6969,-14.4164,29.71,53,10,8.42,MR,1722554365
323,mana,5.6592,-53.7767,26.42,82,0,2.58,GF,1722554366
324,hakha,22.65,93.6167,18.02,99,100,0.6,MM,1722554367
325,faya-largeau,17.9257,19.1043,29.61,59,99,5.12,TD,1722554369
326,portland,45.5234,-122.6762,38.11,40,20,3.6,US,1722554109
327,east london,-33.0153,27.9116,15.2,64,92,1.72,ZA,1722554264
328,mizdah,31.4451,12.9801,23.76,56,0,2.6,LY,1722554373
329,isla mujeres,21.2311,-86.731,31.03,74,7,4.28,MX,1722554374
330,sadjoavato,-12.6334,49.349,18.59,83,10,2.78,MG,1722554376
331,dodola,6.9833,39.1833,11.22,95,89,1.2,ET,1722554377
332,polyarnyy,69.1989,33.4478,9.78,94,100,3.56,RU,1722554155
333,hede,33.7681,120.2517,26.27,94,96,1.36,CN,1722554379
334,tura,25.5198,90.2201,23.48,99,100,1.5,IN,1722554380
335,cannonvale,-20.2833,148.7,18.66,62,3,7.14,AU,1722554381
336,pokrovsk,48.282,37.1758,17.26,40,2,3.82,UA,1722554383
337,bathsheba,13.2167,-59.5167,29.34,79,20,3.6,BB,1722554384
338,khor,47.8861,134.9464,17.23,91,86,6.66,RU,1722554386
339,puerto leguizamo,-0.1934,-74.7819,22.86,96,97,0.84,CO,1722554387
340,castillos,-34.1667,-53.8333,17.47,83,72,3.86,UY,1722554389
341,pulaski,34.7668,-92.3001,36.17,54,20,5.14,US,1722554390
342,corbelia,-24.7989,-53.3067,22.64,57,0,3.3,BR,1722554391
343,frankenmuth,43.3317,-83.738,29.43,77,0,3.09,US,1722554098
344,tarija,-21.5355,-64.7296,23.95,20,0,2.06,BO,1722554393
345,marquette,46.5333,-87.6335,24.35,77,100,0.89,US,1722554394
346,tucurui,-3.7661,-49.6725,26.81,48,0,1.29,BR,1722554396
347,iola,37.9245,-95.4,36.03,49,0,3.09,US,1722554397
348,pascagoula,30.3658,-88.5561,34.4,61,0,2.06,US,1722554266
349,champerico,14.3,-91.9167,25.3,73,100,2.05,GT,1722554400
350,saint-francois,46.4154,3.9054,20.93,95,75,1.03,FR,1722554402
351,san-pedro,4.7485,-6.6363,23.25,92,100,4.04,CI,1722554403
352,sajir,25.1825,44.5996,32.04,18,13,3.46,SA,1722554404
353,racine,42.7495,-88.0751,28.92,77,40,2.06,US,1722554361
354,leer,53.2316,7.461,16.64,89,100,2.25,DE,1722554408
355,wenchang,30.904,118.4887,29.42,75,2,1.9,CN,1722554409
356,acarau,-2.8856,-40.12,25.46,76,27,8.49,BR,1722554372
357,naze,28.3667,129.4833,28.51,77,14,2.11,JP,1722554412
358,bhimunipatnam,17.8833,83.4333,27.59,75,100,4.04,IN,1722554413
359,cill airne,52.05,-9.5167,14.63,98,71,2.43,IE,1722554414
